,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0
74,"10.801748, 106.663951",2020-03-15,36.5,26.5,30.4,38.0,26.5,32.1,20.0,56.0,0.0,0,0.0,,0,0,35.6,23.1,136.2,1010.5,28.7,10.0,292.0,25.2,10,,2020-03-15 06:00:22,2020-03-15 18:04:10,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
75,"10.801748, 106.663951",2020-03-16,36.5,25.5,30.2,37.5,25.5,31.4,19.7,56.3,0.0,0,0.0,,0,0,34.6,21.3,125.8,1011.1,31.9,9.8,289.8,25.0,10,,2020-03-16 05:59:47,2020-03-16 18:04:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
76,"10.801748, 106.663951",2020-03-17,36.0,26.5,30.2,37.1,26.5,31.9,20.2,57.2,0.0,0,0.0,,0,0,36.4,17.4,128.4,1011.5,39.1,9.8,272.2,23.6,9,,2020-03-17 05:59:12,2020-03-17 18:04:12,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
77,"10.801748, 106.663951",2020-03-18,35.0,26.0,29.6,36.5,26.0,31.8,21.5,64.6,0.0,0,0.0,,0,0,32.0,19.7,143.5,1010.3,35.3,10.0,284.4,24.8,10,,2020-03-18 05:58:36,2020-03-18 18:04:13,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
78,"10.801748, 106.663951",2020-03-19,34.5,27.0,29.6,36.4,29.6,32.1,21.5,64.2,0.0,0,0.0,,0,0,32.4,19.4,147.6,1010.4,41.1,10.0,280.5,24.1,10,,2020-03-19 05:58:00,2020-03-19 18:04:13,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
79,"10.801748, 106.663951",2020-03-20,34.4,26.0,29.4,35.1,26.0,30.7,20.1,60.4,0.0,0,0.0,,0,0,32.0,22.2,146.9,1011.2,31.2,10.0,295.2,25.5,10,,2020-03-20 05:57:25,2020-03-20 18:04:14,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
80,"10.801748, 106.663951",2020-03-21,35.0,26.0,29.3,36.8,26.0,31.3,22.1,68.1,0.0,0,0.0,,0,0,32.4,21.4,142.1,1011.4,45.0,10.0,278.5,24.0,10,,2020-03-21 05:56:49,2020-03-21 18:04:14,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
81,"10.801748, 106.663951",2020-03-22,34.0,26.0,29.3,37.3,26.0,31.8,22.4,69.1,0.0,0,0.0,,0,0,30.2,19.3,144.3,1010.6,48.9,9.9,273.8,23.6,10,,2020-03-22 05:56:13,2020-03-22 18:04:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
82,"10.801748, 106.663951",2020-03-23,34.0,27.0,29.3,36.5,29.6,32.1,22.3,68.0,0.1,100,4.17,rain,0,0,29.2,21.5,148.6,1010.0,41.7,10.0,275.6,23.9,10,,2020-03-23 05:55:37,2020-03-23 18:04:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
83,"10.801748, 106.663951",2020-03-24,34.0,26.0,29.2,35.8,26.0,31.0,21.4,65.3,0.0,0,0.0,,0,0,29.5,18.4,140.9,1009.4,33.4,10.0,290.9,25.1,10,,2020-03-24 05:55:00,2020-03-24 18:04:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
84,"10.801748, 106.663951",2020-03-25,35.0,27.0,29.7,38.3,29.9,33.0,22.7,67.9,0.1,100,4.17,rain,0,0,34.9,22.3,139.2,1008.2,42.7,10.0,284.9,24.7,10,,2020-03-25 05:54:24,2020-03-25 18:04:14,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
85,"10.801748, 106.663951",2020-03-26,34.5,27.0,29.7,37.3,30.1,32.7,22.3,66.7,0.1,100,4.17,rain,0,0,32.4,23.1,141.8,1009.4,32.2,10.0,280.3,24.2,10,,2020-03-26 05:53:48,2020-03-26 18:04:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
86,"10.801748, 106.663951",2020-03-27,34.1,26.0,29.4,37.6,26.0,32.5,22.8,69.6,0.1,100,4.17,rain,0,0,26.6,18.4,147.6,1009.8,45.4,10.0,249.9,21.6,10,,2020-03-27 05:53:12,2020-03-27 18:04:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
87,"10.801748, 106.663951",2020-03-28,33.0,27.0,29.3,37.0,30.1,32.7,22.8,69.1,0.1,100,4.17,rain,0,0,27.7,14.9,154.5,1009.0,48.5,10.0,253.1,21.9,9,,2020-03-28 05:52:36,2020-03-28 18:04:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",
88,"10.801748, 106.663951",2020-03-29,35.4,27.0,29.9,37.3,29.6,32.6,21.9,65.0,0.0,0,0.0,,0,0,32.0,19.4,148.3,1008.5,32.9,10.0,289.1,25.1,10,,2020-03-29 05:52:00,2020-03-29 18:04:14,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
89,"10.801748, 106.663951",2020-03-30,35.0,27.0,30.1,38.5,30.6,33.9,23.3,69.5,0.0,0,0.0,,0,0,26.3,15.9,149.7,1008.8,47.7,10.0,269.5,23.2,9,,2020-03-30 05:51:24,2020-03-30 18:04:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
90,"10.801748, 106.663951",2020-03-31,35.5,27.0,30.2,39.1,30.6,34.4,23.5,69.4,0.1,100,4.17,rain,0,0,21.6,18.3,148.0,1009.1,59.0,10.0,261.5,22.6,8,,2020-03-31 05:50:48,2020-03-31 18:04:14,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
91,"10.801748, 106.663951",2020-04-01,35.0,27.5,30.5,40.6,31.6,35.1,23.6,68.6,0.0,0,0.0,,0,0,32.8,20.5,148.3,1009.0,40.9,10.0,277.7,24.0,10,,2020-04-01 05:50:12,2020-04-01 18:04:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
92,"10.801748, 106.663951",2020-04-02,35.5,27.0,30.6,38.3,30.1,33.7,21.9,62.2,0.0,0,0.0,,0,0,37.1,22.3,134.6,1009.6,43.3,10.0,295.1,25.7,10,,2020-04-02 05:49:37,2020-04-02 18:04:14,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
93,"10.801748, 106.663951",2020-04-03,37.0,27.5,31.1,38.6,31.1,33.7,21.1,58.2,0.0,0,0.0,,0,0,35.6,23.1,136.0,1010.0,31.3,10.0,294.7,25.5,10,,2020-04-03 05:49:01,2020-04-03 18:04:14,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
94,"10.801748, 106.663951",2020-04-04,36.0,27.5,30.9,40.2,31.0,34.5,22.4,62.4,0.0,0,0.0,,0,0,35.6,21.5,131.0,1009.9,34.6,10.0,283.2,24.5,10,,2020-04-04 05:48:26,2020-04-04 18:04:15,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
95,"10.801748, 106.663951",2020-04-05,37.5,27.0,31.3,37.5,29.2,33.6,20.4,55.8,0.0,0,0.0,,0,0,37.1,24.1,128.0,1010.3,28.0,10.0,275.1,24.0,10,,2020-04-05 05:47:51,2020-04-05 18:04:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
96,"10.801748, 106.663951",2020-04-06,35.0,27.5,30.5,37.7,31.2,34.2,22.6,64.6,0.0,0,0.0,,0,0,29.9,19.5,139.7,1009.8,43.5,10.0,290.2,25.1,9,,2020-04-06 05:47:17,2020-04-06 18:04:16,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
97,"10.801748, 106.663951",2020-04-07,33.5,27.9,30.0,38.0,31.6,33.9,23.0,67.0,0.1,100,4.17,rain,0,0,31.0,22.3,148.0,1009.7,40.5,10.0,263.5,22.7,9,,2020-04-07 05:46:42,2020-04-07 18:04:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
98,"10.801748, 106.663951",2020-04-08,34.4,27.5,29.7,40.5,31.0,34.8,24.3,73.1,4.5,100,16.67,rain,0,0,25.9,18.4,145.2,1010.2,65.3,9.9,203.9,17.7,8,,2020-04-08 05:46:08,2020-04-08 18:04:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
99,"10.801748, 106.663951",2020-04-09,35.0,26.0,29.6,40.0,26.0,34.1,24.2,74.8,3.7,100,58.33,rain,0,0,29.5,22.2,114.4,1010.7,65.2,8.9,229.2,19.9,8,,2020-04-09 05:45:34,2020-04-09 18:04:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",
100,"10.801748, 106.663951",2020-04-10,34.5,26.5,29.3,38.9,26.5,33.8,24.3,76.0,1.9,100,29.17,rain,0,0,28.1,18.3,127.5,1011.4,48.4,9.5,229.4,19.7,8,,2020-04-10 05:45:01,2020-04-10 18:04:20,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
101,"10.801748, 106.663951",2020-04-11,33.0,27.0,29.7,38.1,30.6,34.1,23.8,71.3,0.4,100,8.33,rain,0,0,28.8,17.4,140.0,1011.2,43.5,10.0,235.5,20.3,8,,2020-04-11 05:44:27,2020-04-11 18:04:22,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
102,"10.801748, 106.663951",2020-04-12,34.0,28.0,29.8,39.4,31.9,35.1,24.4,73.7,0.6,100,4.17,rain,0,0,23.8,19.7,139.0,1009.8,47.6,9.8,229.2,19.9,9,,2020-04-12 05:43:55,2020-04-12 18:04:24,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
103,"10.801748, 106.663951",2020-04-13,31.0,26.0,28.2,35.5,26.0,31.2,24.5,81.4,9.1,100,58.33,rain,0,0,30.2,14.8,109.9,1010.4,60.1,8.5,152.0,13.2,6,,2020-04-13 05:43:22,2020-04-13 18:04:26,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",
104,"10.801748, 106.663951",2020-04-14,34.5,26.0,28.7,36.9,26.0,31.4,23.9,78.2,2.3,100,16.67,rain,0,0,46.4,21.5,109.6,1010.7,58.2,6.9,240.5,20.6,9,,2020-04-14 05:42:50,2020-04-14 18:04:28,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
105,"10.801748, 106.663951",2020-04-15,34.1,25.0,29.0,38.8,25.0,31.6,23.3,73.8,0.9,100,16.67,rain,0,0,26.3,16.6,122.5,1010.6,56.9,8.2,257.8,22.4,9,,2020-04-15 05:42:19,2020-04-15 18:04:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
106,"10.801748, 106.663951",2020-04-16,34.5,26.0,30.0,37.7,26.0,33.1,22.3,65.3,0.4,100,8.33,rain,0,0,24.1,20.4,135.3,1009.7,45.8,9.5,274.9,23.6,9,,2020-04-16 05:41:47,2020-04-16 18:04:34,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"48894099999,48900099999,VVTS",
107,"10.801748, 106.663951",2020-04-17,35.0,27.0,30.2,39.6,30.1,34.4,23.4,68.5,0.5,100,12.5,rain,0,0,35.3,23.2,139.9,1010.1,42.4,10.0,257.3,22.0,8,,2020-04-17 05:41:17,2020-04-17 18:04:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
108,"10.801748, 106.663951",2020-04-18,35.0,26.0,30.0,39.5,26.0,33.9,23.7,71.0,0.4,100,16.67,rain,0,0,23.0,15.6,136.5,1010.8,42.4,10.0,262.4,22.8,8,,2020-04-18 05:40:47,2020-04-18 18:04:40,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
109,"10.801748, 106.663951",2020-04-19,35.4,27.5,30.5,41.3,31.6,35.8,24.2,70.4,0.0,0,0.0,,0,0,29.5,18.3,147.5,1009.8,41.0,10.0,267.4,23.2,9,,2020-04-19 05:40:17,2020-04-19 18:04:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
110,"10.801748, 106.663951",2020-04-20,35.5,28.0,30.7,41.3,31.9,35.6,23.9,68.9,0.0,0,0.0,,0,0,29.9,19.5,147.6,1009.8,39.1,10.0,284.4,24.7,10,,2020-04-20 05:39:48,2020-04-20 18:04:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
111,"10.801748, 106.663951",2020-04-21,36.5,27.0,30.9,41.4,30.6,35.7,23.8,68.6,0.0,0,0.0,,0,0,31.7,22.2,140.8,1008.9,38.1,10.0,296.5,25.5,10,,2020-04-21 05:39:19,2020-04-21 18:04:52,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
112,"10.801748, 106.663951",2020-04-22,35.0,27.0,30.9,39.9,30.9,36.8,24.7,71.5,0.0,0,0.0,,0,0,32.0,18.3,148.7,1008.9,53.3,10.0,261.8,22.8,9,,2020-04-22 05:38:51,2020-04-22 18:04:57,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
113,"10.801748, 106.663951",2020-04-23,37.0,29.0,31.9,42.1,34.5,37.3,23.8,64.3,0.1,100,4.17,rain,0,0,34.6,22.3,135.7,1008.6,51.3,10.0,281.7,24.4,10,,2020-04-23 05:38:23,2020-04-23 18:05:02,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
114,"10.801748, 106.663951",2020-04-24,37.0,28.0,30.5,40.6,31.9,35.2,23.5,67.6,17.0,100,4.17,rain,0,0,36.4,18.3,104.9,1009.0,44.6,9.8,213.1,18.5,9,,2020-04-24 05:37:56,2020-04-24 18:05:07,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
115,"10.801748, 106.663951",2020-04-25,36.5,26.0,29.2,39.4,26.0,31.3,23.1,73.1,0.1,100,4.17,rain,0,0,46.4,27.7,41.5,1008.9,46.3,9.5,264.3,22.7,9,,2020-04-25 05:37:30,2020-04-25 18:05:13,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
116,"10.801748, 106.663951",2020-04-26,35.0,25.0,28.4,40.1,25.0,30.1,23.6,77.8,9.2,100,4.17,rain,0,0,26.6,22.6,344.2,1009.8,53.0,9.5,212.0,18.3,8,,2020-04-26 05:37:04,2020-04-26 18:05:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
117,"10.801748, 106.663951",2020-04-27,35.0,25.0,28.9,38.3,25.0,31.4,23.4,75.3,0.1,100,4.17,rain,0,0,31.0,25.2,268.1,1010.2,48.4,8.1,247.7,21.3,9,,2020-04-27 05:36:39,2020-04-27 18:05:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
118,"10.801748, 106.663951",2020-04-28,36.0,25.5,29.5,39.5,25.5,32.4,23.1,70.8,0.1,100,4.17,rain,0,0,21.2,14.7,114.7,1009.7,52.8,9.3,236.2,20.4,9,,2020-04-28 05:36:14,2020-04-28 18:05:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
119,"10.801748, 106.663951",2020-04-29,36.5,26.0,30.9,38.0,26.0,33.3,21.1,58.4,0.1,100,4.17,rain,0,0,24.1,20.5,124.3,1009.0,48.5,10.0,287.9,25.0,9,,2020-04-29 05:35:51,2020-04-29 18:05:40,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
120,"10.801748, 106.663951",2020-04-30,36.4,26.5,31.1,39.5,26.5,33.9,21.6,59.1,0.0,0,0.0,,0,0,24.1,22.5,125.2,1009.2,41.2,10.0,272.4,23.5,9,,2020-04-30 05:35:27,2020-04-30 18:05:47,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",
121,"10.801748, 106.663951",2020-05-01,36.4,27.0,30.9,38.5,29.8,34.1,21.9,61.2,0.0,0,0.0,,0,0,29.5,22.3,133.9,1008.3,35.3,10.0,291.2,25.2,10,,2020-05-01 05:35:05,2020-05-01 18:05:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
122,"10.801748, 106.663951",2020-05-02,34.5,28.0,30.5,38.2,31.6,34.6,22.9,65.3,0.1,100,4.17,rain,0,0,23.8,18.4,144.7,1007.8,46.5,9.7,265.6,23.0,9,,2020-05-02 05:34:43,2020-05-02 18:06:03,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
123,"10.801748, 106.663951",2020-05-03,35.1,27.5,30.9,41.4,32.1,36.5,24.4,69.6,0.0,0,0.0,,0,0,27.7,20.4,143.0,1007.8,50.8,9.8,261.0,22.4,8,,2020-05-03 05:34:22,2020-05-03 18:06:12,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
124,"10.801748, 106.663951",2020-05-04,35.0,28.5,30.9,40.7,34.5,37.1,24.8,71.1,0.7,100,20.83,rain,0,0,22.7,15.7,151.2,1008.5,47.9,10.0,257.7,22.2,8,,2020-05-04 05:34:02,2020-05-04 18:06:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
125,"10.801748, 106.663951",2020-05-05,36.5,29.0,31.4,42.5,35.2,37.6,24.7,69.6,0.1,100,4.17,rain,0,0,21.2,17.4,162.1,1007.6,59.3,9.9,259.4,22.3,9,,2020-05-05 05:33:42,2020-05-05 18:06:31,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",
126,"10.801748, 106.663951",2020-05-06,36.0,29.0,31.6,39.8,35.0,37.4,24.2,67.0,0.0,0,0.0,,0,0,23.4,15.6,164.2,1007.4,56.5,10.0,277.5,24.0,9,,2020-05-06 05:33:23,2020-05-06 18:06:40,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
127,"10.801748, 106.663951",2020-05-07,35.5,28.9,31.6,41.3,34.3,38.1,24.8,68.9,0.6,100,12.5,rain,0,0,27.7,18.7,150.1,1006.8,50.4,10.0,251.6,21.8,8,,2020-05-07 05:33:05,2020-05-07 18:06:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
128,"10.801748, 106.663951",2020-05-08,36.0,29.0,31.5,41.3,35.6,38.1,24.9,70.0,0.4,100,16.67,rain,0,0,27.7,18.3,164.1,1007.1,55.8,9.4,243.1,21.0,9,,2020-05-08 05:32:48,2020-05-08 18:07:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48894099999,48900099999,VVTS",
129,"10.801748, 106.663951",2020-05-09,36.5,29.0,31.9,42.5,35.6,38.4,24.7,67.7,0.4,100,12.5,rain,0,0,24.5,18.4,167.3,1007.8,57.2,10.0,261.8,22.5,9,,2020-05-09 05:32:31,2020-05-09 18:07:12,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",
130,"10.801748, 106.663951",2020-05-10,36.4,29.0,31.8,41.3,35.6,37.9,24.4,66.8,0.0,0,0.0,,0,0,27.0,19.5,159.5,1008.0,54.2,10.0,271.0,23.4,9,,2020-05-10 05:32:15,2020-05-10 18:07:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
131,"10.801748, 106.663951",2020-05-11,35.5,30.0,31.9,40.2,35.7,37.6,23.9,64.0,0.0,0,0.0,,0,0,26.6,14.8,154.7,1008.3,61.4,10.0,276.8,24.0,9,,2020-05-11 05:32:00,2020-05-11 18:07:35,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
132,"10.801748, 106.663951",2020-05-12,36.5,29.0,31.9,40.7,34.5,37.3,23.7,64.1,0.6,100,4.17,rain,0,0,27.0,17.5,135.7,1007.9,53.4,10.0,266.8,22.8,9,,2020-05-12 05:31:46,2020-05-12 18:07:47,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
133,"10.801748, 106.663951",2020-05-13,36.5,29.0,31.8,43.2,34.5,38.0,24.5,66.8,0.1,100,4.17,rain,0,0,29.5,20.5,144.9,1007.8,44.5,10.0,264.8,22.8,9,,2020-05-13 05:31:32,2020-05-13 18:07:59,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
134,"10.801748, 106.663951",2020-05-14,37.0,29.0,32.0,40.8,35.6,37.9,24.2,65.5,0.4,100,16.67,rain,0,0,28.4,21.4,125.6,1007.5,51.5,10.0,251.4,21.8,9,,2020-05-14 05:31:20,2020-05-14 18:08:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
135,"10.801748, 106.663951",2020-05-15,36.0,29.0,31.5,41.3,35.6,38.0,24.8,69.1,0.3,100,8.33,rain,0,0,25.2,16.6,148.8,1005.5,49.7,10.0,239.2,20.7,8,,2020-05-15 05:31:08,2020-05-15 18:08:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
136,"10.801748, 106.663951",2020-05-16,35.5,25.5,30.5,41.9,25.5,37.0,25.5,76.1,1.2,100,8.33,rain,0,0,20.9,13.9,162.1,1005.2,57.2,9.1,246.4,21.3,9,,2020-05-16 05:30:57,2020-05-16 18:08:38,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
137,"10.801748, 106.663951",2020-05-17,35.5,29.0,31.2,40.6,34.5,37.0,24.4,68.6,6.1,100,45.83,rain,0,0,18.0,19.2,199.5,1005.4,48.0,10.0,163.5,14.3,7,,2020-05-17 05:30:47,2020-05-17 18:08:52,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",
138,"10.801748, 106.663951",2020-05-18,36.5,28.5,31.8,40.7,34.5,38.2,24.6,67.9,0.6,100,12.5,rain,0,0,25.9,22.2,201.7,1005.2,49.8,10.0,284.7,24.6,10,,2020-05-18 05:30:37,2020-05-18 18:09:06,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
139,"10.801748, 106.663951",2020-05-19,37.1,26.4,30.5,41.9,26.4,35.6,24.5,73.2,0.9,100,4.17,rain,0,0,72.4,26.2,208.2,1005.6,56.0,9.5,276.9,23.7,10,,2020-05-19 05:30:28,2020-05-19 18:09:20,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
140,"10.801748, 106.663951",2020-05-20,33.0,27.0,28.9,43.0,30.9,35.4,26.1,85.1,1.6,100,8.33,rain,0,0,24.5,16.5,195.3,1006.8,56.3,9.5,212.0,18.2,7,,2020-05-20 05:30:21,2020-05-20 18:09:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",
141,"10.801748, 106.663951",2020-05-21,36.0,26.5,31.1,42.5,26.5,37.3,25.2,73.1,0.2,100,4.17,rain,0,0,32.0,17.5,233.6,1006.8,52.1,9.9,261.5,22.4,8,,2020-05-21 05:30:14,2020-05-21 18:09:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",
142,"10.801748, 106.663951",2020-05-22,35.5,28.5,30.8,43.3,34.5,38.5,26.0,76.9,7.0,100,4.17,rain,0,0,25.6,14.7,198.3,1006.3,54.1,9.5,277.0,23.9,9,,2020-05-22 05:30:07,2020-05-22 18:10:04,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",
143,"10.801748, 106.663951",2020-05-23,33.0,27.0,29.7,41.4,30.6,36.8,26.0,81.4,0.1,100,4.17,rain,0,0,31.0,16.7,213.1,1007.8,54.7,9.1,221.4,19.1,8,,2020-05-23 05:30:02,2020-05-23 18:10:19,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",
144,"10.801748, 106.663951",2020-05-24,35.0,26.5,30.0,41.2,26.5,35.1,24.8,75.7,4.1,100,16.67,rain,0,0,33.1,22.3,203.8,1009.1,55.4,9.4,224.3,19.3,8,,2020-05-24 05:29:57,2020-05-24 18:10:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
145,"10.801748, 106.663951",2020-05-25,35.0,26.0,28.5,40.6,26.0,32.8,25.5,85.8,21.0,100,8.33,rain,0,0,25.6,22.3,174.5,1010.3,54.1,8.4,236.4,20.4,9,,2020-05-25 05:29:54,2020-05-25 18:10:50,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",
146,"10.801748, 106.663951",2020-05-26,36.0,26.0,31.1,44.0,26.0,36.9,24.9,72.6,0.0,0,0.0,,0,0,27.0,17.4,227.0,1009.8,45.7,8.9,274.1,23.6,9,,2020-05-26 05:29:50,2020-05-26 18:11:06,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",
